startup,sector,subsector,city,investor,investmenttype,amountinusd,date
Howell LLC,SaaS,SaaS Services,Hyderabad,"Investor_28, Investor_52, Investor_33",Series B,966461.46,2007-03-08
James LLC,SaaS,SaaS Services,Ahmedabad,"Investor_82, Investor_94",Pre-Seed,711028.77,2020-06-19
"Arnold, Bailey and Hamilton",E-Commerce,E-Commerce Services,Chennai,Investor_67,Pre-Seed,3079607.31,2005-04-18
Todd LLC,Logistics,Logistics Services,Bengaluru,Investor_93,Seed,2437121.95,2021-08-13
Long PLC,E-Commerce,E-Commerce Services,Ahmedabad,"Investor_6, Investor_98, Investor_29",Pre-Seed,2508877.55,2013-02-14
"Morrison, Barr and Malone",AI/ML,AI/ML Services,Pune,"Investor_71, Investor_46",Seed,1030388.46,2004-08-20
"Burnett, Huff and Trujillo",AI/ML,AI/ML Services,Gurgaon,Investor_88,Seed,3566663.23,2011-03-11
"Walsh, Taylor and Simmons",SaaS,SaaS Services,Ahmedabad,"Investor_70, Investor_64",Pre-Seed,225368.95,2013-05-19
Glenn LLC,AI/ML,AI/ML Services,Chennai,"Investor_10, Investor_30, Investor_35",Series D+,3035884.72,2010-02-15
"Ramirez, Garcia and Campbell",CleanTech,CleanTech Services,Delhi,Investor_57,Series A,4912220.09,2006-07-20
"Brown, Whitaker and Robinson",AI/ML,AI/ML Services,Mumbai,"Investor_55, Investor_27, Investor_69",Series D+,1414510.12,2021-02-06
"Ward, James and Malone",FinTech,FinTech Services,Delhi,Investor_12,Series B,1010526.75,2013-05-01
Lowe Group,CleanTech,CleanTech Services,Chennai,"Investor_39, Investor_5",Series C,444296.0,2022-06-09
Hunter Inc,FinTech,FinTech Services,Hyderabad,"Investor_12, Investor_23",Series A,4989481.68,2011-08-20
Lopez-Scott,CleanTech,CleanTech Services,Hyderabad,"Investor_51, Investor_64, Investor_69",Pre-Seed,2477569.45,2008-01-11
Gonzalez-Bass,Logistics,Logistics Services,Hyderabad,"Investor_6, Investor_9, Investor_89",Seed,4056984.09,2020-11-21
Moore and Sons,HealthTech,HealthTech Services,Pune,Investor_11,Series B,68607.52,2009-07-22
Jones-Lopez,CleanTech,CleanTech Services,Gurgaon,"Investor_89, Investor_65",Pre-Seed,279908.78,2020-04-08
Torres-Ray,E-Commerce,E-Commerce Services,Noida,"Investor_78, Investor_66, Investor_40",Series A,1446131.64,2019-02-12
"Bowman, Murphy and Green",FinTech,FinTech Services,Bengaluru,"Investor_30, Investor_31, Investor_74",Series A,4103575.65,2019-01-09
Ortiz-Roth,FinTech,FinTech Services,Mumbai,"Investor_19, Investor_44, Investor_12",Series A,733039.0,2009-08-18
Hahn Inc,AgriTech,AgriTech Services,Bengaluru,"Investor_30, Investor_27",Pre-Seed,305717.36,2014-04-16
Montgomery-Zamora,Logistics,Logistics Services,Delhi,Investor_57,Seed,8993539.18,2015-07-03
"Cannon, Bass and Kane",SaaS,SaaS Services,Ahmedabad,Investor_78,Series D+,16221848.28,2011-09-09
"Watts, Morris and Anderson",CleanTech,CleanTech Services,Gurgaon,"Investor_33, Investor_85",Series C,281713.86,2018-05-08
Fields-Lamb,CleanTech,CleanTech Services,Chennai,"Investor_29, Investor_51",Series B,749508.62,2010-04-21
Ford LLC,Logistics,Logistics Services,Mumbai,"Investor_49, Investor_25, Investor_71",Series D+,4166144.42,2007-02-11
"Meyers, Vargas and Kelley",Logistics,Logistics Services,Hyderabad,"Investor_42, Investor_7, Investor_41",Series D+,4709645.52,2005-03-14
"Gutierrez, Johnston and Harris",Logistics,Logistics Services,Noida,"Investor_13, Investor_82, Investor_15",Series A,53609776.59,2005-04-27
"Spears, Mitchell and Jones",CleanTech,CleanTech Services,Delhi,Investor_33,Series A,33105.04,2012-08-24
"Roth, Drake and Foster",CleanTech,CleanTech Services,Kolkata,Investor_36,Series D+,398199.86,2021-08-13
"Smith, Ward and Gonzalez",Logistics,Logistics Services,Bengaluru,"Investor_13, Investor_45, Investor_54",Series A,847116.88,2021-01-25
Moody-Campbell,FoodTech,FoodTech Services,Gurgaon,"Investor_73, Investor_46, Investor_12",Pre-Seed,11935936.9,2013-12-18
Johnson Group,EdTech,EdTech Services,Pune,"Investor_31, Investor_12, Investor_96",Pre-Seed,16199565.83,2004-10-04
Perez Group,FoodTech,FoodTech Services,Pune,"Investor_1, Investor_13",Series D+,1061270.85,2004-06-09
"Velasquez, Hart and Martin",CleanTech,CleanTech Services,Gurgaon,"Investor_50, Investor_79, Investor_94",Pre-Seed,12937859.75,2014-04-03
"Henderson, Everett and Pace",FinTech,FinTech Services,Chennai,"Investor_34, Investor_13",Series C,10339044.53,2015-02-03
Parker-Hayes,E-Commerce,E-Commerce Services,Kolkata,"Investor_4, Investor_19, Investor_79",Seed,132256738.96,2007-08-16
Anderson-Brooks,AgriTech,AgriTech Services,Mumbai,"Investor_63, Investor_100",Seed,29628735.49,2022-07-28
"Cuevas, Simmons and Fox",HealthTech,HealthTech Services,Kolkata,"Investor_20, Investor_40",Series B,7445.04,2019-02-25
Pierce-Zuniga,AgriTech,AgriTech Services,Chennai,"Investor_91, Investor_37, Investor_62",Series D+,3560705.88,2012-03-07
Herrera-Sanders,HealthTech,HealthTech Services,Kolkata,"Investor_23, Investor_86, Investor_95",Series D+,6311326.07,2011-06-15
Mclaughlin Inc,E-Commerce,E-Commerce Services,Pune,"Investor_59, Investor_9",Series B,3207263.24,2020-06-27
White LLC,AI/ML,AI/ML Services,Gurgaon,Investor_5,Series C,728683.2,2013-01-04
Montgomery PLC,AgriTech,AgriTech Services,Hyderabad,"Investor_24, Investor_3",Pre-Seed,4480685.37,2006-05-13
George and Sons,AgriTech,AgriTech Services,Mumbai,Investor_4,Series B,8216595.25,2008-07-14
Dominguez-King,E-Commerce,E-Commerce Services,Ahmedabad,"Investor_62, Investor_52, Investor_96",Seed,276843.21,2009-09-16
Rodriguez Group,FinTech,FinTech Services,Noida,"Investor_14, Investor_9, Investor_64",Series A,303041.4,2010-09-05
"George, Jackson and Banks",FoodTech,FoodTech Services,Kolkata,"Investor_19, Investor_89, Investor_83",Series B,7360368.49,2004-08-23
Adams and Sons,E-Commerce,E-Commerce Services,Delhi,Investor_14,Series A,3792718.84,2005-08-01
"Hogan, Vazquez and Perkins",FoodTech,FoodTech Services,Gurgaon,"Investor_93, Investor_58",Series D+,676608.71,2008-02-02
"Phillips, Welch and Perkins",CleanTech,CleanTech Services,Bengaluru,Investor_37,Pre-Seed,80739.5,2008-12-13
Rodriguez Group,FoodTech,FoodTech Services,Chennai,"Investor_43, Investor_16, Investor_81",Series B,700248.62,2015-12-12
Carter-Wilson,AgriTech,AgriTech Services,Chennai,Investor_93,Series A,873156.33,2018-10-08
Weber Inc,SaaS,SaaS Services,Kolkata,"Investor_41, Investor_45, Investor_48",Series A,1547329.11,2017-03-26
"Castro, Reed and Wyatt",HealthTech,HealthTech Services,Ahmedabad,"Investor_57, Investor_68",Series D+,625867.01,2009-07-14
Bowman Inc,AgriTech,AgriTech Services,Hyderabad,"Investor_65, Investor_89, Investor_21",Series D+,141899.23,2021-09-18
Mason-Walters,E-Commerce,E-Commerce Services,Noida,Investor_9,Pre-Seed,6632631.34,2003-07-16
Miller-Martinez,E-Commerce,E-Commerce Services,Ahmedabad,"Investor_93, Investor_8, Investor_15",Series C,636371.93,2018-07-14
Schultz Ltd,EdTech,EdTech Services,Delhi,"Investor_5, Investor_90, Investor_98",Series C,1213843.08,2013-03-05
Wilson-Brooks,AgriTech,AgriTech Services,Hyderabad,"Investor_49, Investor_43",Series B,26726556.47,2014-08-09
"Serrano, Holmes and Good",FinTech,FinTech Services,Gurgaon,Investor_35,Series C,22707762.46,2008-01-21
"Gibson, Berger and Nolan",FinTech,FinTech Services,Hyderabad,"Investor_29, Investor_96, Investor_28",Series A,22825.81,2003-11-19
Stephens-Davis,Logistics,Logistics Services,Pune,Investor_38,Series B,1212717.95,2007-02-28
"Anderson, Thompson and Hughes",SaaS,SaaS Services,Ahmedabad,Investor_28,Series C,322798.39,2019-07-10
Hill-Mccormick,AI/ML,AI/ML Services,Hyderabad,"Investor_88, Investor_27, Investor_93",Pre-Seed,723483.98,2018-12-25
Ryan-Berry,CleanTech,CleanTech Services,Chennai,Investor_74,Pre-Seed,778455.14,2006-09-11
Nunez-Lucero,Logistics,Logistics Services,Ahmedabad,"Investor_44, Investor_79, Investor_46",Series B,1944895.22,2009-06-28
"Anderson, Bennett and Tucker",Logistics,Logistics Services,Ahmedabad,"Investor_24, Investor_19",Series C,2276218.15,2008-11-08
Mayo Group,E-Commerce,E-Commerce Services,Pune,"Investor_9, Investor_49, Investor_27",Series D+,154931.25,2011-07-21
Martin and Sons,FoodTech,FoodTech Services,Mumbai,"Investor_2, Investor_56",Pre-Seed,12845861.2,2008-01-21
Dunn-Henderson,CleanTech,CleanTech Services,Gurgaon,"Investor_34, Investor_55, Investor_95",Series B,52133.17,2010-10-27
Fox-Ho,EdTech,EdTech Services,Hyderabad,"Investor_42, Investor_27",Pre-Seed,2835197.46,2015-08-26
Lynch Group,E-Commerce,E-Commerce Services,Mumbai,"Investor_68, Investor_66, Investor_95",Series B,50837816.73,2019-08-28
"Haley, Buchanan and Wallace",FinTech,FinTech Services,Gurgaon,Investor_92,Series C,1561924.38,2005-02-15
"James, Miller and Ferguson",HealthTech,HealthTech Services,Ahmedabad,"Investor_16, Investor_72, Investor_59",Series B,3677919.12,2016-04-15
King-Simpson,AgriTech,AgriTech Services,Chennai,Investor_66,Series D+,553333.88,2021-11-13
"Schwartz, Beck and Bush",E-Commerce,E-Commerce Services,Delhi,Investor_48,Series A,773094.17,2004-04-04
"Bush, Johnson and Gonzalez",CleanTech,CleanTech Services,Delhi,"Investor_51, Investor_88",Series C,102879151.33,2015-01-13
Hancock Inc,FoodTech,FoodTech Services,Gurgaon,"Investor_29, Investor_11",Series A,12092484.74,2009-03-02
"Mclaughlin, Montoya and Good",Logistics,Logistics Services,Bengaluru,"Investor_57, Investor_61",Series A,433718.57,2008-02-03
Chambers PLC,CleanTech,CleanTech Services,Bengaluru,Investor_53,Series D+,792522.79,2020-12-25
Park-Scott,EdTech,EdTech Services,Bengaluru,Investor_68,Pre-Seed,176285.3,2016-07-24
"Flynn, Buchanan and Cooper",EdTech,EdTech Services,Bengaluru,Investor_44,Series A,10056745.1,2007-07-10
Rice-Bray,EdTech,EdTech Services,Kolkata,"Investor_100, Investor_75, Investor_93",Series D+,16620908.55,2010-05-20
Brooks-Chung,Logistics,Logistics Services,Hyderabad,Investor_8,Pre-Seed,122928.33,2015-07-22
"Collins, Rivera and Gray",EdTech,EdTech Services,Noida,Investor_46,Seed,238853.93,2017-07-05
Young-Williams,AI/ML,AI/ML Services,Bengaluru,"Investor_91, Investor_54",Series B,7314894.59,2018-09-13
Leon Inc,HealthTech,HealthTech Services,Hyderabad,Investor_34,Series B,1454281.3,2018-04-18
Hutchinson-Cordova,HealthTech,HealthTech Services,Ahmedabad,"Investor_49, Investor_31, Investor_22",Pre-Seed,3086452.75,2007-07-09
Berger-Kramer,EdTech,EdTech Services,Noida,"Investor_50, Investor_10, Investor_1",Pre-Seed,7312366.42,2022-12-06
Guzman-Marshall,E-Commerce,E-Commerce Services,Gurgaon,"Investor_63, Investor_33",Series C,1592869.5,2009-08-06
"Miller, Johnson and Andrews",EdTech,EdTech Services,Bengaluru,Investor_60,Seed,243443.18,2015-05-03
"Chase, Fleming and Villarreal",CleanTech,CleanTech Services,Kolkata,Investor_25,Series D+,384372.32,2005-07-11
"Whitehead, Jones and Robinson",Logistics,Logistics Services,Hyderabad,"Investor_5, Investor_9",Series B,3400433.16,2008-12-11
Jackson PLC,CleanTech,CleanTech Services,Gurgaon,"Investor_52, Investor_39",Series D+,1213335.56,2018-04-27
Martin PLC,CleanTech,CleanTech Services,Gurgaon,Investor_43,Series B,738287.1,2005-07-19
Andrade Inc,HealthTech,HealthTech Services,Delhi,Investor_80,Seed,473018.26,2007-08-28
Villarreal LLC,FoodTech,FoodTech Services,Noida,"Investor_77, Investor_47, Investor_92",Pre-Seed,20874303.19,2015-11-09
Medina-Wilson,CleanTech,CleanTech Services,Kolkata,"Investor_51, Investor_23, Investor_89",Series A,5632271.69,2014-04-14
Morrow-Cobb,FinTech,FinTech Services,Pune,"Investor_15, Investor_76",Pre-Seed,157097.39,2011-12-02
Pineda-Bowen,HealthTech,HealthTech Services,Hyderabad,"Investor_41, Investor_67, Investor_46",Seed,6437218.06,2010-10-27
Anderson Inc,SaaS,SaaS Services,Kolkata,"Investor_35, Investor_95, Investor_11",Seed,217189.92,2003-04-20
Jennings and Sons,E-Commerce,E-Commerce Services,Noida,Investor_64,Seed,457807.26,2018-02-14
Friedman LLC,AgriTech,AgriTech Services,Pune,"Investor_48, Investor_10, Investor_80",Series A,10153493.62,2012-06-09
Lowe and Sons,Logistics,Logistics Services,Pune,"Investor_90, Investor_69",Pre-Seed,2643454.7,2008-03-11
Warner PLC,FinTech,FinTech Services,Mumbai,"Investor_22, Investor_89",Pre-Seed,15766993.28,2021-05-01
Young PLC,HealthTech,HealthTech Services,Chennai,Investor_67,Series B,208424.17,2018-09-25
"Allen, Robinson and Rodriguez",EdTech,EdTech Services,Gurgaon,Investor_72,Series D+,434175.82,2020-04-15
Watts Group,FinTech,FinTech Services,Delhi,Investor_16,Pre-Seed,1229464.58,2005-02-01
Jones-Romero,FoodTech,FoodTech Services,Ahmedabad,Investor_72,Seed,4073708.8,2014-10-09
Reyes-Rose,FoodTech,FoodTech Services,Noida,"Investor_7, Investor_34, Investor_11",Series C,563377.9,2006-01-26
"Cameron, Morales and Obrien",HealthTech,HealthTech Services,Bengaluru,"Investor_50, Investor_59, Investor_16",Series A,338154.87,2021-09-25
Mcdaniel-Smith,AgriTech,AgriTech Services,Chennai,"Investor_93, Investor_82",Series A,6334501.01,2003-04-23
Marsh-Howard,SaaS,SaaS Services,Delhi,"Investor_93, Investor_24, Investor_81",Series A,3267252.7,2003-06-27
Mills and Sons,SaaS,SaaS Services,Ahmedabad,"Investor_96, Investor_93, Investor_12",Seed,305014.6,2013-08-19
Leon PLC,AI/ML,AI/ML Services,Gurgaon,"Investor_26, Investor_59, Investor_91",Series C,4691092.32,2005-01-08
Douglas-Chan,HealthTech,HealthTech Services,Chennai,"Investor_7, Investor_36",Series B,22392509.19,2022-01-21
Patton Group,AI/ML,AI/ML Services,Chennai,Investor_98,Series D+,37742951.66,2020-09-12
"Key, George and Mills",EdTech,EdTech Services,Noida,Investor_3,Series C,576556.01,2008-07-14
Collins-Hayden,FinTech,FinTech Services,Delhi,"Investor_69, Investor_36",Pre-Seed,18650672.49,2009-12-27
"Johnson, Miller and Mendoza",HealthTech,HealthTech Services,Ahmedabad,"Investor_21, Investor_72",Seed,3063617.74,2017-06-05
Ramirez-Anderson,FinTech,FinTech Services,Chennai,"Investor_21, Investor_47",Pre-Seed,436853.3,2005-02-03
Cardenas Ltd,AgriTech,AgriTech Services,Gurgaon,"Investor_35, Investor_46, Investor_64",Seed,3489775.62,2006-05-25
Hill-Dillon,CleanTech,CleanTech Services,Gurgaon,"Investor_62, Investor_83, Investor_10",Series B,5191755.82,2005-05-03
Davis-Smith,Logistics,Logistics Services,Ahmedabad,"Investor_50, Investor_43",Series B,3731351.38,2015-11-28
Lee-Floyd,Logistics,Logistics Services,Gurgaon,Investor_6,Series B,2730888.22,2012-07-16
"Heath, Dixon and Kim",CleanTech,CleanTech Services,Kolkata,"Investor_85, Investor_25, Investor_90",Series D+,87945455.88,2009-03-06
"Anderson, Dickerson and Gordon",CleanTech,CleanTech Services,Kolkata,"Investor_79, Investor_8, Investor_53",Series A,92326.97,2008-05-16
Vang PLC,HealthTech,HealthTech Services,Bengaluru,"Investor_33, Investor_2",Series A,1343673.28,2008-05-18
Petty Inc,FoodTech,FoodTech Services,Kolkata,"Investor_12, Investor_52",Pre-Seed,1291331.33,2011-09-20
Hall Group,AI/ML,AI/ML Services,Pune,"Investor_40, Investor_100, Investor_19",Series A,620152.89,2010-03-12
Barber-Duncan,E-Commerce,E-Commerce Services,Delhi,"Investor_84, Investor_12",Series C,2939933.1,2004-04-18
Nelson-Vargas,FinTech,FinTech Services,Pune,Investor_35,Series C,9782430.37,2012-01-13
Ellis-Pierce,AgriTech,AgriTech Services,Noida,"Investor_14, Investor_35",Series D+,195972.44,2007-11-21
Morse-Jennings,EdTech,EdTech Services,Kolkata,"Investor_39, Investor_75, Investor_82",Series C,302759.98,2006-05-21
"Brooks, Smith and Barber",CleanTech,CleanTech Services,Kolkata,"Investor_48, Investor_69",Series A,170007.36,2022-11-03
Carroll-Williams,AgriTech,AgriTech Services,Hyderabad,Investor_65,Pre-Seed,2391316.35,2017-08-22
"Peterson, Reeves and Hayes",AI/ML,AI/ML Services,Chennai,"Investor_32, Investor_73, Investor_93",Series C,1637842.76,2005-10-24
Lopez and Sons,E-Commerce,E-Commerce Services,Delhi,"Investor_60, Investor_24, Investor_69",Seed,4237149.85,2013-05-15
Turner and Sons,AI/ML,AI/ML Services,Chennai,"Investor_3, Investor_37, Investor_42",Series A,8154008.72,2010-11-23
Torres-Lee,FoodTech,FoodTech Services,Pune,"Investor_11, Investor_30, Investor_52",Series A,415892.65,2006-10-15
"Bell, Murray and Weeks",CleanTech,CleanTech Services,Chennai,Investor_58,Pre-Seed,2373089.03,2006-11-06
Lopez-Tran,FinTech,FinTech Services,Noida,"Investor_42, Investor_85, Investor_44",Series C,4338804.1,2010-01-25
Parks Ltd,CleanTech,CleanTech Services,Pune,"Investor_35, Investor_42",Series B,873357.19,2010-10-12
"Blair, Williams and Bradley",Logistics,Logistics Services,Noida,"Investor_87, Investor_51",Series B,9676385.26,2016-11-04
Hughes-Ray,Logistics,Logistics Services,Bengaluru,"Investor_84, Investor_46, Investor_62",Seed,2419890.86,2019-01-25
Avila Inc,HealthTech,HealthTech Services,Hyderabad,"Investor_66, Investor_10, Investor_21",Series D+,6595873.56,2013-08-06
Pope-Lewis,SaaS,SaaS Services,Chennai,"Investor_21, Investor_45, Investor_97",Series C,1997898.13,2004-05-10
Chambers-Compton,AgriTech,AgriTech Services,Kolkata,Investor_61,Series D+,410665.89,2006-02-02
Morgan Ltd,HealthTech,HealthTech Services,Pune,"Investor_31, Investor_40, Investor_16",Seed,695680.36,2022-01-17
Brooks-Rodriguez,EdTech,EdTech Services,Bengaluru,"Investor_59, Investor_12",Series B,1587667.87,2012-08-24
Nichols Group,E-Commerce,E-Commerce Services,Pune,Investor_66,Pre-Seed,35141584.41,2017-06-24
"Wagner, Williams and Peterson",AI/ML,AI/ML Services,Chennai,Investor_98,Seed,447478.65,2008-08-23
Diaz-Russell,EdTech,EdTech Services,Ahmedabad,"Investor_97, Investor_72",Series A,385281.72,2014-05-14
Holt-Graham,CleanTech,CleanTech Services,Hyderabad,"Investor_55, Investor_15, Investor_65",Series A,169653.31,2003-05-20
"Preston, Rivera and Little",CleanTech,CleanTech Services,Chennai,"Investor_97, Investor_4, Investor_62",Series C,44469095.03,2008-06-28
Hartman-Arias,SaaS,SaaS Services,Delhi,Investor_24,Series C,823060.84,2008-07-04
Newman-Liu,FinTech,FinTech Services,Ahmedabad,Investor_72,Series D+,1481323.03,2005-08-24
"Downs, Simmons and Wagner",FinTech,FinTech Services,Noida,Investor_47,Series A,1477435.18,2013-03-18
Davis PLC,FinTech,FinTech Services,Pune,Investor_27,Series A,641873.45,2019-04-07
"Sanders, Contreras and Hampton",CleanTech,CleanTech Services,Mumbai,"Investor_81, Investor_7, Investor_35",Series A,385069.31,2007-11-03
"Hill, Johnson and Sweeney",Logistics,Logistics Services,Pune,Investor_11,Pre-Seed,1466964.99,2009-02-05
Martinez and Sons,E-Commerce,E-Commerce Services,Gurgaon,"Investor_92, Investor_86, Investor_66",Series A,336547.81,2021-08-15
Lopez LLC,CleanTech,CleanTech Services,Ahmedabad,"Investor_25, Investor_57, Investor_76",Series D+,11231280.46,2019-11-26
Castaneda Group,HealthTech,HealthTech Services,Chennai,Investor_5,Seed,175752.51,2004-07-20
Woods LLC,HealthTech,HealthTech Services,Gurgaon,"Investor_70, Investor_50",Pre-Seed,1343496.22,2018-08-08
"Bryant, Mccarty and Jefferson",AI/ML,AI/ML Services,Gurgaon,Investor_42,Series B,2437184.37,2008-11-21
"Goodman, Collins and Ponce",SaaS,SaaS Services,Chennai,"Investor_68, Investor_97",Series D+,697353.82,2015-07-14
White and Sons,SaaS,SaaS Services,Hyderabad,Investor_63,Series B,1236368.53,2015-04-15
Rodriguez LLC,FoodTech,FoodTech Services,Hyderabad,"Investor_23, Investor_53",Series B,6304282.47,2015-05-13
Rogers LLC,SaaS,SaaS Services,Chennai,"Investor_28, Investor_43, Investor_38",Series D+,799337.85,2020-05-05
Macias and Sons,SaaS,SaaS Services,Bengaluru,"Investor_10, Investor_62",Seed,1203592.25,2021-06-11
"Garrett, Ali and Winters",HealthTech,HealthTech Services,Delhi,"Investor_97, Investor_43, Investor_36",Series B,127164.61,2022-02-08
Olson and Sons,CleanTech,CleanTech Services,Hyderabad,Investor_1,Pre-Seed,321582.16,2006-01-03
Grant-Conway,EdTech,EdTech Services,Mumbai,"Investor_48, Investor_68",Series D+,1329668.59,2018-08-17
Weeks-Vega,CleanTech,CleanTech Services,Pune,"Investor_70, Investor_94",Series D+,2391761.37,2010-03-14
"Ashley, Jackson and Porter",CleanTech,CleanTech Services,Hyderabad,Investor_61,Pre-Seed,380780.59,2014-05-13
Clark-Davis,EdTech,EdTech Services,Kolkata,Investor_92,Series C,414082.05,2011-03-02
"Cooper, Walter and Nash",AI/ML,AI/ML Services,Delhi,Investor_41,Seed,833933.3,2008-11-05
Reeves Ltd,AI/ML,AI/ML Services,Noida,"Investor_17, Investor_88, Investor_42",Pre-Seed,316689.3,2022-05-25
Johnson Group,FinTech,FinTech Services,Noida,"Investor_70, Investor_83",Series A,900097.91,2017-12-23
"Simpson, King and Williams",Logistics,Logistics Services,Chennai,Investor_43,Series A,2874518.17,2021-07-02
Fitzgerald and Sons,SaaS,SaaS Services,Mumbai,"Investor_3, Investor_10, Investor_30",Series A,496375.8,2022-06-18
